ProbeName	6302A	6302B	6302C	6302D
1459575-1459925	5.08E+04	5.22E+04	5.18E+04	5.06E+04
1460-2668	2.54E+04	2.89E+04	2.67E+04	2.28E+04
1460-2668	2.44E+04	2.67E+04	2.17E+04	2.36E+04
1460-2668	2.63E+04	2.92E+04	2.47E+04	2.42E+04
1460-2668	2.56E+04	2.76E+04	2.47E+04	2.42E+04
1460273-1461142	1.30E+04	1.34E+04	1.26E+04	1.21E+04
1460273-1461142	1.30E+04	1.33E+04	1.21E+04	1.19E+04
1460273-1461142	1.30E+04	1.27E+04	1.29E+04	1.30E+04
1460273-1461142	1.29E+04	1.27E+04	1.46E+04	1.24E+04
1461531-1462823	5.85E+01	9.48E+01	3.18E+02	6.93E+01
1461531-1462823	3.49E+01	7.39E+01	3.62E+02	6.70E+01
1461531-1462823	2.66E+01	3.53E+01	8.71E+01	6.68E+01
1461531-1462823	8.25E+01	3.51E+01	8.02E+01	6.65E+01
1463942-1465234	4.01E+04	3.00E+04	4.49E+04	4.14E+04
1463942-1465234	4.46E+04	3.14E+04	4.68E+04	4.76E+04
1463942-1465234	3.42E+04	3.08E+04	4.64E+04	4.54E+04
1463942-1465234	4.01E+04	2.95E+04	4.13E+04	3.74E+04
1465808-1467997	1.16E+04	9.43E+03	1.16E+04	1.13E+04
1465808-1467997	1.17E+04	1.09E+04	1.33E+04	1.19E+04
1465808-1467997	1.22E+04	1.14E+04	1.32E+04	1.17E+04
1465808-1467997	1.17E+04	1.05E+04	1.12E+04	1.12E+04
1468065-1468832	2.20E+04	1.89E+04	2.99E+04	3.03E+04
1468065-1468832	2.23E+04	1.62E+04	2.98E+04	2.95E+04
1468065-1468832	2.51E+04	1.83E+04	3.07E+04	3.03E+04
1468065-1468832	2.39E+04	1.73E+04	2.85E+04	2.88E+04
1468890-1469906	2.73E+04	2.81E+04	3.65E+04	3.38E+04
1468890-1469906	3.45E+04	2.62E+04	3.59E+04	3.51E+04
1468890-1469906	3.35E+04	2.85E+04	3.77E+04	3.57E+04
1468890-1469906	3.22E+04	2.70E+04	3.84E+04	3.63E+04
1469972-1470220	3.17E+04	1.97E+04	2.88E+04	3.23E+04
1469972-1470220	2.93E+04	2.01E+04	3.02E+04	2.92E+04
1469972-1470220	3.41E+04	2.19E+04	2.69E+04	2.97E+04
1469972-1470220	2.77E+04	1.92E+04	3.06E+04	3.15E+04
1476366-1476710	6.64E+02	5.37E+02	1.06E+03	8.57E+02
1476366-1476710	7.86E+02	4.95E+02	9.02E+02	1.00E+03
1476366-1476710	8.80E+02	6.50E+02	8.25E+02	9.35E+02
1476366-1476710	6.99E+02	6.50E+02	1.44E+03	7.43E+02
1476741-1478342	2.55E+02	4.02E+02	2.95E+02	3.85E+02
1476741-1478342	3.79E+02	4.24E+02	6.61E+02	3.51E+02
1476741-1478342	2.91E+02	4.55E+02	4.60E+02	4.13E+02
1476741-1478342	4.36E+02	4.74E+02	5.37E+02	5.09E+02
1478352-1479461	7.76E+03	6.51E+03	5.71E+03	7.63E+03
1478352-1479461	9.61E+03	6.71E+03	7.95E+03	9.42E+03
1478352-1479461	9.51E+03	6.90E+03	9.34E+03	8.78E+03
1478352-1479461	8.24E+03	6.19E+03	8.51E+03	8.13E+03
1479494-1481581	1.57E+04	1.51E+04	1.58E+04	1.41E+04
1479494-1481581	1.44E+04	1.58E+04	1.46E+04	1.36E+04
1479494-1481581	1.31E+04	1.42E+04	1.51E+04	1.38E+04
1479494-1481581	1.50E+04	1.51E+04	1.40E+04	1.36E+04
1481746-1482531	4.07E+04	3.34E+04	3.75E+04	3.72E+04
1481746-1482531	4.06E+04	3.54E+04	3.74E+04	3.89E+04
1481746-1482531	3.92E+04	3.27E+04	3.57E+04	3.40E+04
1481746-1482531	4.10E+04	3.53E+04	3.79E+04	3.76E+04
1482608-1483903	1.57E+03	2.95E+03	1.65E+03	1.51E+03
1482608-1483903	1.93E+03	2.69E+03	1.69E+03	1.48E+03
1482608-1483903	1.71E+03	2.85E+03	1.70E+03	1.62E+03
1482608-1483903	1.92E+03	3.27E+03	1.93E+03	1.69E+03
1483934-1484704	5.92E+03	4.96E+03	6.50E+03	6.31E+03
1483934-1484704	6.54E+03	4.25E+03	6.44E+03	6.21E+03
1483934-1484704	6.34E+03	4.90E+03	7.55E+03	6.25E+03
1483934-1484704	6.06E+03	4.99E+03	7.12E+03	6.40E+03
1484813-1485259	1.60E+04	1.31E+04	1.84E+04	1.59E+04
1484813-1485259	1.99E+04	1.23E+04	2.04E+04	1.61E+04
1484813-1485259	1.85E+04	1.27E+04	1.95E+04	1.66E+04
1484813-1485259	1.92E+04	1.10E+04	1.95E+04	1.69E+04
1485277-1486470	5.90E+04	3.26E+04	4.19E+04	2.91E+04
1485277-1486470	5.44E+04	3.37E+04	4.83E+04	3.22E+04
1485277-1486470	4.59E+04	3.54E+04	4.55E+04	3.24E+04
1485277-1486470	5.57E+04	3.52E+04	4.66E+04	3.12E+04
1486524-1486964	2.34E+04	2.32E+04	2.00E+04	1.65E+04
1486524-1486964	2.31E+04	2.50E+04	2.14E+04	1.70E+04
1486524-1486964	2.45E+04	2.58E+04	2.03E+04	1.57E+04
1486524-1486964	2.37E+04	2.27E+04	2.10E+04	1.77E+04
1487247-1488332	1.08E+04	7.94E+03	1.10E+04	1.02E+04
1487247-1488332	9.89E+03	7.42E+03	1.13E+04	1.01E+04
1487247-1488332	9.53E+03	6.61E+03	1.09E+04	9.43E+03
1487247-1488332	9.43E+03	6.84E+03	1.14E+04	1.07E+04
1488781-1491420	3.50E+04	3.94E+04	3.80E+04	3.57E+04
1488781-1491420	3.62E+04	4.17E+04	4.05E+04	3.57E+04
1488781-1491420	3.24E+04	3.48E+04	3.96E+04	3.44E+04
1488781-1491420	3.45E+04	3.80E+04	4.17E+04	3.98E+04
1491445-1491702	3.36E+04	2.38E+04	3.43E+04	3.55E+04
1491445-1491702	3.33E+04	2.39E+04	3.54E+04	3.82E+04
1491445-1491702	3.27E+04	2.49E+04	3.63E+04	3.62E+04
1491445-1491702	3.25E+04	2.42E+04	3.48E+04	3.55E+04
1491712-1493883	5.60E+04	5.21E+04	7.10E+04	5.96E+04
1491712-1493883	5.60E+04	5.27E+04	6.71E+04	5.74E+04
1491712-1493883	5.57E+04	5.91E+04	7.24E+04	6.24E+04
1491712-1493883	5.58E+04	5.30E+04	7.04E+04	5.60E+04
1494089-1494514	3.84E+04	2.85E+04	3.91E+04	4.08E+04
1494089-1494514	3.69E+04	2.90E+04	3.83E+04	3.87E+04
1494089-1494514	3.66E+04	3.16E+04	3.90E+04	3.85E+04
1494089-1494514	3.66E+04	2.64E+04	4.03E+04	3.90E+04
1494592-1494879	2.28E+04	2.11E+04	1.98E+04	1.94E+04
1494592-1494879	2.35E+04	1.98E+04	1.92E+04	2.01E+04
1494592-1494879	2.41E+04	1.97E+04	2.04E+04	2.04E+04
1494592-1494879	2.07E+04	2.29E+04	1.96E+04	2.11E+04
1495161-1495619	3.97E+04	2.16E+04	2.29E+04	1.70E+04
1495161-1495619	3.75E+04	2.21E+04	2.26E+04	1.50E+04
1495161-1495619	3.38E+04	2.31E+04	2.08E+04	1.65E+04
1495161-1495619	3.29E+04	2.19E+04	2.29E+04	1.63E+04
1496690-1498366	1.19E+04	1.28E+04	1.12E+04	8.97E+03
1496690-1498366	9.30E+03	1.15E+04	9.65E+03	8.91E+03
1496690-1498366	9.35E+03	1.12E+04	9.60E+03	9.03E+03
1496690-1498366	9.65E+03	1.11E+04	8.90E+03	8.56E+03
1498573-1498773	2.66E+02	3.32E+02	3.07E+02	5.08E+02
1498573-1498773	6.25E+02	2.77E+02	3.11E+02	2.22E+02
1498573-1498773	3.85E+02	2.88E+02	6.29E+02	4.13E+02
1498573-1498773	4.03E+02	2.92E+02	3.79E+02	2.78E+02
1498827-1499990	2.09E+02	1.18E+02	2.39E+02	2.37E+02
1498827-1499990	2.86E+02	9.94E+01	2.19E+02	2.25E+02
1498827-1499990	2.65E+02	1.71E+02	1.49E+02	3.52E+02
1498827-1499990	1.84E+02	2.00E+02	9.58E+01	2.13E+02
1501778-1502374	1.17E+04	1.33E+04	1.19E+04	1.10E+04
1501778-1502374	1.16E+04	1.27E+04	1.24E+04	1.18E+04
1501778-1502374	1.10E+04	1.19E+04	1.24E+04	1.18E+04
1501778-1502374	1.11E+04	1.33E+04	1.34E+04	1.16E+04
1502404-1503123	3.72E+04	2.92E+04	3.74E+04	3.55E+04
1502404-1503123	3.64E+04	2.97E+04	3.55E+04	3.84E+04
1502404-1503123	3.50E+04	2.95E+04	3.71E+04	3.65E+04
1502404-1503123	3.64E+04	3.14E+04	3.51E+04	3.75E+04
1503125-1503664	4.25E+03	5.50E+03	4.16E+03	4.09E+03
1503125-1503664	4.68E+03	5.44E+03	4.25E+03	4.02E+03
1503125-1503664	4.43E+03	4.95E+03	5.10E+03	4.36E+03
1503125-1503664	4.38E+03	5.06E+03	4.86E+03	4.11E+03
1503826-1504455	3.01E+03	2.66E+03	3.67E+03	3.72E+03
1503826-1504455	2.88E+03	2.69E+03	5.03E+03	4.54E+03
1503826-1504455	3.90E+03	2.92E+03	4.51E+03	4.51E+03
1503826-1504455	4.59E+03	2.96E+03	4.69E+03	4.02E+03
1504439-1504837	1.37E+03	1.01E+03	1.18E+03	1.34E+03
1504439-1504837	1.42E+03	9.65E+02	1.24E+03	1.10E+03
1504439-1504837	1.13E+03	1.00E+03	1.48E+03	1.28E+03
1504439-1504837	1.39E+03	1.07E+03	1.17E+03	1.26E+03
1505085-1505525	5.11E+03	3.59E+03	4.68E+03	4.52E+03
1505085-1505525	5.45E+03	3.73E+03	4.63E+03	4.89E+03
1505085-1505525	4.67E+03	3.77E+03	4.44E+03	5.22E+03
1505085-1505525	6.34E+03	3.71E+03	5.10E+03	4.32E+03
1505541-1506992	2.06E+04	1.95E+04	3.02E+04	2.44E+04
1505541-1506992	2.22E+04	1.95E+04	2.62E+04	2.57E+04
1505541-1506992	2.51E+04	2.00E+04	2.49E+04	2.50E+04
1505541-1506992	2.26E+04	2.33E+04	2.58E+04	2.69E+04
1508020-1508160	2.25E+03	1.61E+03	2.76E+03	2.31E+03
1508020-1508160	2.55E+03	1.50E+03	2.47E+03	2.79E+03
1508020-1508160	2.38E+03	1.58E+03	2.48E+03	2.46E+03
1508020-1508160	2.29E+03	1.43E+03	2.34E+03	2.29E+03
1509727-1511550	2.37E+04	2.14E+04	2.28E+04	2.19E+04
1509727-1511550	2.01E+04	2.06E+04	2.47E+04	2.11E+04
1509727-1511550	2.42E+04	2.36E+04	2.45E+04	1.95E+04
1509727-1511550	2.09E+04	2.19E+04	2.46E+04	1.95E+04
1511765-1516063	1.07E+04	8.33E+03	1.19E+04	1.11E+04
1511765-1516063	1.12E+04	8.52E+03	1.16E+04	1.05E+04
1511765-1516063	1.02E+04	8.10E+03	1.13E+04	1.07E+04
1511765-1516063	9.43E+03	8.44E+03	1.16E+04	1.05E+04
1516267-1516728	1.52E+04	1.57E+04	1.67E+04	1.61E+04
1516267-1516728	2.01E+04	1.54E+04	1.61E+04	1.52E+04
1516267-1516728	1.75E+04	1.53E+04	1.55E+04	1.65E+04
1516267-1516728	1.96E+04	1.60E+04	1.27E+04	1.62E+04
1516758-1517912	5.19E+04	5.36E+04	5.57E+04	5.00E+04
1516758-1517912	4.94E+04	5.36E+04	5.82E+04	5.15E+04
1516758-1517912	4.35E+04	5.62E+04	5.88E+04	5.22E+04
1516758-1517912	5.08E+04	5.40E+04	5.51E+04	5.06E+04
1517919-1518200	4.71E+04	5.01E+04	5.56E+04	5.13E+04
1517919-1518200	4.84E+04	5.24E+04	5.58E+04	5.15E+04
1517919-1518200	4.52E+04	5.09E+04	6.28E+04	5.42E+04
1517919-1518200	4.82E+04	5.41E+04	5.82E+04	4.93E+04
1518190-1518501	5.61E+04	4.83E+04	7.84E+04	6.45E+04
1518190-1518501	5.30E+04	4.45E+04	7.93E+04	7.72E+04
1518190-1518501	5.55E+04	4.78E+04	7.82E+04	6.86E+04
1518190-1518501	5.80E+04	4.83E+04	8.28E+04	6.97E+04
1518523-1520463	5.92E+04	7.02E+04	7.42E+04	6.40E+04
1518523-1520463	4.77E+04	6.95E+04	7.42E+04	7.22E+04
1518523-1520463	6.29E+04	6.77E+04	6.42E+04	6.08E+04
1518523-1520463	5.37E+04	7.38E+04	7.53E+04	6.94E+04
1520506-1520886	4.84E+04	4.92E+04	5.02E+04	4.41E+04
1520506-1520886	4.41E+04	4.49E+04	4.75E+04	4.42E+04
1520506-1520886	3.91E+04	4.65E+04	5.22E+04	4.41E+04
1520506-1520886	4.80E+04	5.01E+04	5.01E+04	4.86E+04
1520876-1523734	6.55E+04	5.10E+04	6.80E+04	7.19E+04
1520876-1523734	6.83E+04	5.33E+04	8.09E+04	7.49E+04
1520876-1523734	5.98E+04	5.30E+04	7.61E+04	7.23E+04
1520876-1523734	5.95E+04	5.31E+04	7.74E+04	7.95E+04
1522193-1523311	1.31E+04	9.34E+03	1.29E+04	1.46E+04
1522193-1523311	1.26E+04	9.99E+03	1.39E+04	1.59E+04
1522193-1523311	1.24E+04	9.84E+03	1.29E+04	1.32E+04
1522193-1523311	1.06E+04	9.09E+03	1.53E+04	1.48E+04
1523747-1524652	4.35E+04	4.39E+04	2.71E+04	4.25E+04
1523747-1524652	4.18E+04	4.33E+04	4.50E+04	4.63E+04
1523747-1524652	4.03E+04	4.65E+04	4.77E+04	4.26E+04
1523747-1524652	4.06E+04	4.73E+04	4.72E+04	4.61E+04
1524783-1525712	1.75E+04	2.75E+04	2.17E+04	1.97E+04
1524783-1525712	2.22E+04	2.77E+04	2.01E+04	1.93E+04
1524783-1525712	2.07E+04	2.63E+04	2.24E+04	1.97E+04
1524783-1525712	1.94E+04	2.60E+04	2.15E+04	1.78E+04
1525712-1525810	1.49E+05	1.34E+05	1.41E+05	1.38E+05
1525712-1525810	1.56E+05	1.23E+05	1.38E+05	1.38E+05
1525712-1525810	1.42E+05	1.21E+05	1.35E+05	1.13E+05
1525712-1525810	1.45E+05	1.21E+05	1.38E+05	1.40E+05
1525816-1526073	1.42E+05	1.64E+05	1.47E+05	1.44E+05
1525816-1526073	1.53E+05	1.42E+05	1.65E+05	1.38E+05
1525816-1526073	1.28E+05	1.52E+05	1.52E+05	1.43E+05
1525816-1526073	1.28E+05	1.46E+05	1.47E+05	1.36E+05
1526313-1527158	3.44E+04	2.31E+04	3.68E+04	3.46E+04
1526313-1527158	3.25E+04	2.23E+04	3.14E+04	3.02E+04
1526313-1527158	3.12E+04	2.42E+04	3.57E+04	3.42E+04
1526313-1527158	3.03E+04	2.56E+04	3.45E+04	3.26E+04
1527283-1529394	1.01E+05	1.01E+05	1.06E+05	9.17E+04
1527283-1529394	9.59E+04	8.76E+04	1.02E+05	8.96E+04
1527283-1529394	1.01E+05	8.88E+04	1.13E+05	8.89E+04
1527283-1529394	9.15E+04	8.36E+04	1.03E+05	9.28E+04
1529662-1530405	1.37E+03	1.22E+03	1.31E+03	1.37E+03
1529662-1530405	1.54E+03	1.37E+03	1.87E+03	1.67E+03
1529662-1530405	1.41E+03	1.21E+03	1.35E+03	1.39E+03
1529662-1530405	1.49E+03	1.28E+03	1.44E+03	1.39E+03
1530563-1531810	1.66E+04	2.00E+04	2.42E+04	1.69E+04
1530563-1531810	1.83E+04	1.90E+04	1.98E+04	1.49E+04
1530563-1531810	1.83E+04	2.11E+04	2.09E+04	1.72E+04
1530563-1531810	1.73E+04	2.19E+04	2.37E+04	1.73E+04
1531845-1532090	2.72E+04	2.23E+04	2.63E+04	2.63E+04
1531845-1532090	2.69E+04	2.24E+04	2.74E+04	2.65E+04
1531845-1532090	2.92E+04	2.52E+04	2.73E+04	2.74E+04
1531845-1532090	2.79E+04	2.42E+04	3.01E+04	2.94E+04
1532100-1533323	3.41E+04	3.16E+04	5.48E+04	4.82E+04
1532100-1533323	3.14E+04	3.21E+04	5.50E+04	4.68E+04
1532100-1533323	4.09E+04	3.16E+04	5.10E+04	4.27E+04
1532100-1533323	4.27E+04	3.50E+04	6.00E+04	4.74E+04
1533436-1534170	3.47E+04	3.34E+04	3.86E+04	3.23E+04
1533436-1534170	3.32E+04	3.20E+04	3.99E+04	3.24E+04
1533436-1534170	2.83E+04	2.86E+04	3.22E+04	3.07E+04
1533436-1534170	2.76E+04	3.07E+04	3.20E+04	3.02E+04
1534293-1536704	7.23E+03	7.83E+03	7.33E+03	6.16E+03
1534293-1536704	6.34E+03	6.71E+03	7.15E+03	7.01E+03
1534293-1536704	6.61E+03	6.82E+03	7.47E+03	6.81E+03
1534293-1536704	6.43E+03	7.08E+03	6.94E+03	6.99E+03
1536707-1537765	4.69E+04	3.67E+04	4.02E+04	4.68E+04
1536707-1537765	4.78E+04	4.03E+04	3.98E+04	4.29E+04
1536707-1537765	4.41E+04	3.58E+04	4.26E+04	4.53E+04
1536707-1537765	4.69E+04	4.01E+04	4.42E+04	4.60E+04
1537759-1539093	2.11E+04	2.51E+04	1.98E+04	1.78E+04
1537759-1539093	2.20E+04	2.47E+04	2.11E+04	1.89E+04
1537759-1539093	1.90E+04	2.32E+04	2.02E+04	1.87E+04
1537759-1539093	2.11E+04	2.40E+04	2.10E+04	1.82E+04
1539080-1539622	1.18E+04	8.73E+03	1.07E+04	9.36E+03
1539080-1539622	1.05E+04	8.01E+03	9.80E+03	9.68E+03
1539080-1539622	9.88E+03	8.22E+03	1.11E+04	1.03E+04
1539080-1539622	1.08E+04	8.84E+03	1.11E+04	9.15E+03
153933-154772	2.50E+04	1.98E+04	2.25E+04	2.10E+04
153933-154772	2.26E+04	2.01E+04	2.16E+04	2.30E+04
153933-154772	2.08E+04	1.95E+04	2.07E+04	2.14E+04
153933-154772	1.87E+04	2.33E+04	2.37E+04	2.27E+04
1539910-1540956	1.71E+04	1.56E+04	1.29E+04	1.20E+04
1539910-1540956	1.47E+04	1.51E+04	1.41E+04	1.17E+04
1539910-1540956	1.73E+04	1.68E+04	1.47E+04	1.20E+04
1539910-1540956	1.56E+04	1.71E+04	1.57E+04	1.27E+04
1541111-1542673	3.74E+04	4.97E+04	4.06E+04	3.97E+04
1541111-1542673	4.33E+04	4.93E+04	4.91E+04	3.63E+04
1541111-1542673	4.32E+04	4.74E+04	3.85E+04	3.85E+04
1541111-1542673	4.19E+04	4.81E+04	4.24E+04	3.72E+04
1543308-1545089	1.33E+04	1.12E+04	1.79E+04	1.43E+04
1543308-1545089	1.50E+04	1.22E+04	1.58E+04	1.49E+04
1543308-1545089	1.48E+04	1.21E+04	1.60E+04	1.48E+04
1543308-1545089	1.60E+04	1.21E+04	1.71E+04	1.43E+04
1546822-1547730	9.11E+03	6.59E+03	9.51E+03	8.03E+03
1546822-1547730	8.12E+03	7.10E+03	1.04E+04	9.18E+03
1546822-1547730	9.47E+03	6.76E+03	9.96E+03	9.31E+03
1546822-1547730	8.37E+03	8.31E+03	9.64E+03	8.76E+03
154769-155950	9.41E+03	9.14E+03	7.80E+03	8.44E+03
154769-155950	9.64E+03	9.28E+03	7.98E+03	8.07E+03
154769-155950	8.82E+03	9.05E+03	8.88E+03	8.47E+03
154769-155950	9.23E+03	9.09E+03	8.13E+03	8.50E+03
1547874-1549319	1.04E+04	1.26E+04	6.95E+03	7.75E+03
1547874-1549319	9.68E+03	1.17E+04	8.60E+03	8.12E+03
1547874-1549319	8.95E+03	1.13E+04	8.21E+03	7.46E+03
1547874-1549319	9.46E+03	1.11E+04	8.04E+03	7.95E+03
1549630-1550082	4.61E+03	5.01E+03	5.24E+03	4.89E+03
1549630-1550082	5.29E+03	5.64E+03	6.21E+03	5.12E+03
1549630-1550082	5.48E+03	4.74E+03	6.82E+03	5.68E+03
1549630-1550082	5.50E+03	4.86E+03	5.96E+03	5.57E+03
1550494-1552071	7.13E+02	8.02E+02	1.03E+03	9.61E+02
1550494-1552071	1.05E+03	8.23E+02	1.12E+03	1.04E+03
1550494-1552071	1.14E+03	9.60E+02	1.72E+03	9.83E+02
1550494-1552071	1.09E+03	8.38E+02	1.08E+03	1.09E+03
1552219-1552971	2.99E+03	2.38E+03	2.46E+03	3.34E+03
1552219-1552971	3.14E+03	2.55E+03	3.14E+03	3.20E+03
1552219-1552971	3.04E+03	2.50E+03	3.24E+03	3.07E+03
1552219-1552971	2.92E+03	2.37E+03	2.99E+03	3.04E+03
1553110-1554450	4.45E+03	3.56E+03	4.82E+03	4.24E+03
1553110-1554450	4.18E+03	3.65E+03	4.63E+03	4.73E+03
1553110-1554450	4.09E+03	3.66E+03	4.30E+03	4.97E+03
1553110-1554450	5.19E+03	3.98E+03	4.45E+03	4.92E+03
1556143-1557093	2.72E+03	3.19E+03	3.44E+03	3.14E+03
1556143-1557093	3.71E+03	3.42E+03	3.85E+03	4.39E+03
1556143-1557093	3.54E+03	3.70E+03	3.84E+03	3.20E+03
1556143-1557093	3.30E+03	3.26E+03	3.91E+03	3.59E+03
1557253-1558005	8.75E+03	8.81E+03	8.71E+03	8.19E+03
1557253-1558005	1.04E+04	9.05E+03	8.07E+03	7.30E+03
1557253-1558005	9.91E+03	8.34E+03	7.22E+03	8.01E+03
1557253-1558005	9.42E+03	7.81E+03	7.78E+03	7.57E+03
1559188-1561086	3.53E+04	2.97E+04	3.46E+04	3.46E+04
1559188-1561086	2.78E+04	2.80E+04	3.66E+04	3.47E+04
1559188-1561086	3.84E+04	3.12E+04	3.88E+04	3.45E+04
1559188-1561086	3.48E+04	2.98E+04	3.64E+04	3.79E+04
155947-156066	9.86E+01	3.70E+01	1.37E+02	2.09E+02
155947-156066	5.34E+01	3.60E+01	5.72E+02	6.69E+01
155947-156066	3.02E+01	4.12E+01	8.75E+01	8.71E+01
155947-156066	6.34E+01	7.41E+01	7.92E+01	6.56E+01
1562534-1562866	6.28E+03	4.26E+03	5.89E+03	6.20E+03
1562534-1562866	6.42E+03	4.56E+03	6.98E+03	6.47E+03
1562534-1562866	7.39E+03	4.70E+03	6.12E+03	6.89E+03
1562534-1562866	6.90E+03	4.74E+03	6.64E+03	6.76E+03
156254-157156	2.50E+04	2.77E+04	1.84E+04	1.71E+04
156254-157156	2.28E+04	2.69E+04	1.96E+04	1.63E+04
156254-157156	2.75E+04	2.92E+04	1.71E+04	1.84E+04
156254-157156	2.55E+04	2.78E+04	2.12E+04	1.82E+04
1562853-1563935	2.90E+03	3.20E+03	2.75E+03	2.01E+03
1562853-1563935	2.59E+03	3.61E+03	2.43E+03	2.16E+03
1562853-1563935	2.39E+03	2.97E+03	2.30E+03	1.98E+03
1562853-1563935	2.60E+03	3.25E+03	2.52E+03	2.17E+03
1563928-1564998	1.16E+03	1.68E+03	1.79E+03	1.02E+03
1563928-1564998	1.43E+03	1.62E+03	1.13E+03	9.46E+02
1563928-1564998	1.18E+03	1.48E+03	8.57E+02	8.18E+02
1563928-1564998	1.17E+03	1.88E+03	1.12E+03	1.02E+03
1565100-1565636	1.65E+04	1.87E+04	1.29E+04	1.14E+04
1565100-1565636	1.44E+04	1.71E+04	1.37E+04	1.05E+04
1565100-1565636	1.53E+04	1.59E+04	1.35E+04	1.12E+04
1565100-1565636	1.51E+04	1.74E+04	1.38E+04	1.11E+04
1565752-1566459	1.13E+02	1.02E+02	8.79E+01	7.23E+01
1565752-1566459	1.83E+02	1.45E+02	2.29E+02	1.75E+02
1565752-1566459	1.91E+02	1.34E+02	1.66E+02	1.73E+02
1565752-1566459	1.41E+02	1.08E+02	8.10E+01	1.78E+02
1566461-1567177	2.40E+02	3.05E+02	3.03E+02	2.85E+02
1566461-1567177	2.18E+02	2.85E+02	4.52E+02	2.09E+02
1566461-1567177	3.62E+02	3.54E+02	1.35E+02	2.70E+02
1566461-1567177	2.22E+02	2.08E+02	1.22E+02	1.52E+02
1567179-1567937	1.28E+03	1.05E+03	1.41E+03	1.58E+03
1567179-1567937	1.39E+03	9.88E+02	1.60E+03	1.54E+03
1567179-1567937	1.27E+03	1.13E+03	1.62E+03	1.61E+03
1567179-1567937	1.52E+03	1.10E+03	1.37E+03	1.75E+03
1568072-1569460	4.05E+03	3.31E+03	4.78E+03	4.48E+03
1568072-1569460	3.76E+03	3.17E+03	5.51E+03	4.94E+03
1568072-1569460	4.24E+03	3.04E+03	5.11E+03	4.83E+03
1568072-1569460	4.15E+03	3.10E+03	4.96E+03	5.09E+03
1570608-1571762	9.69E+01	5.16E+01	1.62E+02	1.29E+02
1570608-1571762	9.01E+01	4.31E+01	8.77E+01	7.34E+01
1570608-1571762	2.91E+01	9.98E+01	8.26E+01	6.76E+01
1570608-1571762	9.37E+01	6.45E+01	8.30E+01	6.64E+01
157178-158257	5.38E+04	5.35E+04	4.87E+04	4.90E+04
157178-158257	5.41E+04	5.36E+04	5.12E+04	4.29E+04
157178-158257	5.09E+04	5.41E+04	4.86E+04	4.28E+04
157178-158257	4.94E+04	5.16E+04	5.09E+04	4.47E+04
1571945-1572145	8.78E+04	7.94E+04	1.18E+05	1.23E+05
1571945-1572145	1.12E+05	8.47E+04	1.24E+05	1.33E+05
1571945-1572145	1.25E+05	8.36E+04	1.28E+05	1.42E+05
1571945-1572145	9.91E+04	8.15E+04	1.11E+05	1.34E+05
1572524-1572994	6.63E+03	6.67E+03	6.62E+03	5.76E+03
1572524-1572994	6.65E+03	6.24E+03	6.65E+03	5.59E+03
1572524-1572994	6.55E+03	7.56E+03	6.23E+03	5.83E+03
1572524-1572994	6.81E+03	7.25E+03	6.42E+03	6.20E+03
1575670-1575867	4.38E+02	4.34E+02	9.65E+02	7.97E+02
1575670-1575867	4.61E+02	4.24E+02	8.44E+02	6.28E+02
1575670-1575867	4.19E+02	4.63E+02	6.49E+02	7.30E+02
1575670-1575867	4.47E+02	5.66E+02	7.11E+02	6.01E+02
1575972-1576412	6.36E+02	5.52E+02	5.99E+02	7.88E+02
1575972-1576412	5.81E+02	4.88E+02	5.57E+02	5.91E+02
1575972-1576412	8.09E+02	5.18E+02	6.68E+02	6.79E+02
1575972-1576412	5.39E+02	4.77E+02	6.89E+02	6.30E+02
1576661-1577104	2.62E+02	2.10E+02	3.20E+02	2.22E+02
1576661-1577104	1.69E+02	1.79E+02	6.19E+02	2.83E+02
1576661-1577104	3.02E+02	2.04E+02	4.30E+02	2.01E+02
1576661-1577104	3.24E+02	2.17E+02	2.49E+02	3.22E+02
1577109-1578173	7.86E+02	8.34E+02	1.29E+03	1.73E+03
1577109-1578173	1.12E+03	8.36E+02	1.43E+03	1.51E+03
1577109-1578173	9.36E+02	8.52E+02	1.32E+03	1.35E+03
1577109-1578173	1.45E+03	1.29E+03	1.93E+03	1.68E+03
1578187-1578615	1.30E+03	7.96E+02	1.19E+03	1.50E+03
1578187-1578615	7.59E+02	6.66E+02	1.28E+03	8.55E+02
1578187-1578615	1.07E+03	8.34E+02	1.31E+03	9.89E+02
1578187-1578615	1.20E+03	7.56E+02	1.14E+03	1.01E+03
1578741-1579187	2.56E+02	1.99E+02	4.75E+02	3.77E+02
1578741-1579187	2.89E+02	1.48E+02	5.07E+02	3.58E+02
1578741-1579187	2.54E+02	9.14E+01	8.05E+01	1.65E+02
1578741-1579187	1.98E+02	1.92E+02	3.27E+02	1.86E+02
1579214-1579381	1.16E+03	8.95E+02	1.66E+03	1.52E+03
1579214-1579381	1.28E+03	1.02E+03	1.48E+03	1.59E+03
1579214-1579381	1.23E+03	1.14E+03	1.68E+03	1.33E+03
1579214-1579381	1.49E+03	1.39E+03	2.27E+03	1.88E+03
1579381-1581834	5.02E+02	1.77E+02	2.54E+02	1.55E+02
1579381-1581834	3.17E+02	2.01E+02	2.81E+02	5.06E+02
1579381-1581834	2.78E+02	1.96E+02	1.19E+02	7.08E+01
1579381-1581834	3.35E+02	2.10E+02	6.59E+02	2.69E+02
