ProbeName	6308A	6308B	6308C
1112621-1113313	1.92E+02	1.10E+03	6.47E+01
1113303-1114544	3.56E+02	1.43E+03	1.09E+02
1113303-1114544	4.49E+02	1.51E+03	1.52E+02
1113303-1114544	2.69E+02	1.38E+03	1.02E+02
1113303-1114544	2.59E+02	1.42E+03	8.90E+01
1114550-1115989	2.54E+02	6.86E+02	1.17E+02
1114550-1115989	1.85E+02	7.06E+02	8.73E+01
1114550-1115989	2.22E+02	7.92E+02	8.85E+01
1114550-1115989	1.87E+02	6.41E+02	1.00E+02
111456-111899	5.67E+04	4.92E+04	5.11E+04
111456-111899	6.56E+04	6.17E+04	4.20E+04
111456-111899	6.20E+04	4.96E+04	3.91E+04
111456-111899	6.61E+04	4.90E+04	4.09E+04
1115979-1117472	1.83E+02	5.05E+02	1.22E+02
1115979-1117472	2.02E+02	5.87E+02	1.24E+02
1115979-1117472	2.14E+02	6.11E+02	1.44E+02
1115979-1117472	2.41E+02	5.30E+02	1.41E+02
1117450-1117680	5.67E+02	5.89E+02	4.80E+02
1117450-1117680	5.39E+02	5.32E+02	4.10E+02
1117450-1117680	5.66E+02	6.11E+02	4.15E+02
1117450-1117680	6.24E+02	5.88E+02	4.61E+02
1117990-1118553	7.70E+02	1.62E+03	3.07E+02
1117990-1118553	7.59E+02	1.54E+03	3.04E+02
1117990-1118553	7.63E+02	1.63E+03	3.48E+02
1117990-1118553	7.10E+02	1.53E+03	2.61E+02
1118565-1119464	1.24E+03	1.79E+03	4.74E+02
1118565-1119464	1.20E+03	1.65E+03	4.98E+02
1118565-1119464	1.20E+03	1.86E+03	6.37E+02
1118565-1119464	1.13E+03	1.97E+03	5.76E+02
111943-113211	3.69E+04	3.54E+04	3.38E+04
111943-113211	5.74E+04	5.50E+04	5.44E+04
111943-113211	6.54E+04	5.73E+04	5.07E+04
111943-113211	5.05E+04	3.85E+04	4.21E+04
1119464-1119697	2.18E+03	2.82E+03	1.33E+03
1119464-1119697	1.66E+03	3.14E+03	1.38E+03
1119464-1119697	2.21E+03	3.10E+03	1.55E+03
1119464-1119697	1.77E+03	2.83E+03	1.21E+03
1119698-1120108	7.74E+02	1.24E+03	2.62E+02
1119698-1120108	6.35E+02	1.02E+03	2.54E+02
1119698-1120108	6.49E+02	1.10E+03	2.74E+02
1119698-1120108	5.94E+02	1.08E+03	3.48E+02
1120102-1120449	5.25E+02	9.74E+02	2.01E+02
1120102-1120449	4.03E+02	9.89E+02	1.95E+02
1120102-1120449	3.48E+02	7.05E+02	2.03E+02
1120102-1120449	4.64E+02	8.80E+02	1.62E+02
1120449-1120874	2.89E+02	9.77E+02	1.38E+02
1120449-1120874	4.20E+02	1.37E+03	1.78E+02
1120449-1120874	4.20E+02	1.37E+03	1.96E+02
1120449-1120874	3.66E+02	1.32E+03	2.19E+02
1120864-1121304	2.74E+02	2.93E+02	1.70E+02
1120864-1121304	2.63E+02	3.27E+02	1.45E+02
1120864-1121304	2.12E+02	2.78E+02	1.47E+02
1120864-1121304	1.94E+02	2.38E+02	1.32E+02
1121297-1121473	9.20E+01	3.50E+02	2.59E+01
1121297-1121473	9.46E+01	3.44E+02	3.14E+01
1121297-1121473	9.05E+01	4.16E+02	3.66E+01
1121297-1121473	6.76E+01	3.33E+02	2.54E+01
1121475-1122785	4.82E+02	1.19E+03	2.03E+02
1121475-1122785	6.03E+02	1.14E+03	2.38E+02
1121475-1122785	4.73E+02	1.09E+03	2.47E+02
1121475-1122785	4.51E+02	1.10E+03	2.21E+02
1122802-1123272	2.02E+03	2.73E+03	9.54E+02
1122802-1123272	1.52E+03	2.92E+03	7.28E+02
1122802-1123272	2.03E+03	2.69E+03	7.57E+02
1122802-1123272	1.54E+03	2.89E+03	1.01E+03
1123344-1123784	3.10E+02	9.49E+02	1.42E+02
1123344-1123784	4.09E+02	8.01E+02	1.55E+02
1123344-1123784	1.86E+02	1.12E+03	1.74E+02
1123344-1123784	3.05E+02	1.12E+03	2.23E+02
1123784-1123978	1.84E+03	5.56E+03	8.18E+02
1123784-1123978	1.35E+03	4.85E+03	9.10E+02
1123784-1123978	1.95E+03	5.63E+03	8.81E+02
1123784-1123978	1.79E+03	6.06E+03	1.13E+03
1124125-1124286	3.77E+03	2.96E+03	1.63E+03
1124125-1124286	4.02E+03	2.78E+03	1.66E+03
1124125-1124286	3.28E+03	3.08E+03	1.56E+03
1124125-1124286	3.60E+03	3.07E+03	1.64E+03
1125950-1126510	3.45E+03	3.29E+03	2.99E+03
1125950-1126510	4.66E+03	3.98E+03	3.34E+03
1125950-1126510	3.82E+03	3.42E+03	2.76E+03
1125950-1126510	3.83E+03	3.30E+03	3.07E+03
1126554-1127123	3.87E+03	4.92E+03	4.90E+03
1126554-1127123	4.01E+03	5.05E+03	5.00E+03
1126554-1127123	3.98E+03	4.97E+03	5.11E+03
1126554-1127123	4.14E+03	5.55E+03	5.21E+03
1127194-1129545	1.72E+03	2.71E+03	1.29E+03
1127194-1129545	1.87E+03	2.91E+03	1.46E+03
1127194-1129545	1.85E+03	3.26E+03	1.30E+03
1127194-1129545	1.81E+03	2.99E+03	1.43E+03
1129561-1130250	6.00E+02	1.07E+03	3.29E+02
1129561-1130250	6.48E+02	1.02E+03	3.34E+02
1129561-1130250	5.26E+02	9.47E+02	3.29E+02
1129561-1130250	5.39E+02	9.76E+02	3.42E+02
1130243-1132213	6.88E+02	2.29E+03	4.60E+02
1130243-1132213	7.29E+02	2.50E+03	4.08E+02
1130243-1132213	7.78E+02	2.28E+03	4.68E+02
1130243-1132213	9.20E+02	2.49E+03	5.87E+02
1132227-1132487	1.81E+02	6.18E+02	1.24E+02
1132227-1132487	2.02E+02	5.75E+02	1.48E+02
1132227-1132487	1.71E+02	5.38E+02	1.49E+02
1132227-1132487	2.43E+02	6.05E+02	1.12E+02
113228-113878	9.65E+04	8.90E+04	7.22E+04
113228-113878	9.45E+04	7.67E+04	5.92E+04
113228-113878	8.92E+04	7.90E+04	5.96E+04
113228-113878	9.08E+04	8.03E+04	5.63E+04
1132492-1132911	1.43E+02	1.95E+02	9.53E+01
1132492-1132911	1.59E+02	2.40E+02	1.39E+02
1132492-1132911	1.45E+02	3.29E+02	8.84E+01
1132492-1132911	1.40E+02	2.09E+02	1.07E+02
1132912-1133961	5.59E+02	1.23E+03	1.47E+02
1132912-1133961	4.96E+02	1.14E+03	1.29E+02
1132912-1133961	3.85E+02	1.13E+03	1.96E+02
1132912-1133961	6.43E+02	1.15E+03	1.88E+02
1133954-1134571	3.05E+02	5.58E+02	1.32E+02
1133954-1134571	2.05E+02	3.60E+02	1.87E+02
1133954-1134571	2.61E+02	5.06E+02	1.76E+02
1133954-1134571	4.17E+02	5.91E+02	1.94E+02
1134583-1135386	3.19E+02	8.85E+02	1.75E+02
1134583-1135386	3.75E+02	1.01E+03	1.76E+02
1134583-1135386	3.32E+02	9.16E+02	1.68E+02
1134583-1135386	3.27E+02	1.01E+03	1.91E+02
1135395-1137101	1.19E+03	1.53E+03	9.74E+02
1135395-1137101	1.22E+03	1.56E+03	8.83E+02
1135395-1137101	1.44E+03	1.73E+03	9.21E+02
1135395-1137101	1.44E+03	1.58E+03	9.74E+02
1137118-1137411	1.86E+03	3.25E+03	1.16E+03
1137118-1137411	1.91E+03	3.63E+03	1.28E+03
1137118-1137411	1.80E+03	3.67E+03	1.21E+03
1137118-1137411	1.90E+03	3.52E+03	1.22E+03
1137411-1137593	2.02E+03	3.78E+03	1.24E+03
1137411-1137593	2.17E+03	3.93E+03	1.26E+03
1137411-1137593	2.17E+03	3.81E+03	1.27E+03
1137411-1137593	2.10E+03	3.93E+03	1.37E+03
1137628-1137858	6.97E+01	3.06E+02	4.42E+01
1137628-1137858	6.85E+01	2.45E+02	3.34E+01
1137628-1137858	6.61E+01	2.21E+02	4.60E+01
1137628-1137858	6.00E+02	2.87E+02	7.11E+01
1137878-1138138	6.93E+01	1.45E+02	2.80E+01
1137878-1138138	6.08E+01	1.60E+02	2.59E+01
1137878-1138138	5.26E+01	1.53E+02	2.87E+01
1137878-1138138	6.84E+01	1.55E+02	2.91E+01
1138135-1138950	2.14E+03	3.20E+03	1.42E+03
1138135-1138950	1.99E+03	3.19E+03	1.34E+03
1138135-1138950	2.24E+03	2.91E+03	1.47E+03
1138135-1138950	2.15E+03	3.06E+03	1.39E+03
113879-114625	6.08E+04	4.17E+04	3.91E+04
113879-114625	5.71E+04	4.43E+04	3.98E+04
113879-114625	6.33E+04	4.40E+04	3.72E+04
113879-114625	5.80E+04	4.43E+04	3.85E+04
1138967-1139263	6.73E+02	9.19E+02	3.34E+02
1138967-1139263	6.41E+02	8.98E+02	3.17E+02
1138967-1139263	7.15E+02	1.10E+03	2.34E+02
1138967-1139263	7.92E+02	1.22E+03	3.09E+02
1139373-1139582	7.61E+01	3.45E+02	2.26E+01
1139373-1139582	4.51E+01	2.77E+02	2.67E+01
1139373-1139582	6.44E+01	3.87E+02	2.37E+01
1139373-1139582	7.91E+01	3.23E+02	2.02E+01
1139776-1140372	1.40E+04	1.27E+04	1.06E+04
1139776-1140372	1.25E+04	1.48E+04	9.71E+03
1139776-1140372	1.35E+04	1.25E+04	1.09E+04
1139776-1140372	1.30E+04	1.05E+04	8.41E+03
1140390-1140821	1.94E+04	1.64E+04	1.69E+04
1140390-1140821	1.92E+04	1.55E+04	1.62E+04
1140390-1140821	2.06E+04	1.72E+04	1.70E+04
1140390-1140821	2.14E+04	1.71E+04	1.64E+04
1140823-1141527	3.07E+04	2.47E+04	3.25E+04
1140823-1141527	3.41E+04	2.58E+04	3.47E+04
1140823-1141527	3.19E+04	2.19E+04	3.25E+04
1140823-1141527	2.65E+04	2.02E+04	3.16E+04
1142224-1142367	2.64E+03	1.00E+03	1.24E+03
1142224-1142367	2.59E+03	1.08E+03	1.20E+03
1142224-1142367	2.67E+03	1.05E+03	1.16E+03
1142224-1142367	2.75E+03	1.05E+03	1.23E+03
1142981-1143262	7.82E+02	1.21E+03	2.89E+02
1142981-1143262	8.92E+02	1.29E+03	3.20E+02
1142981-1143262	8.26E+02	1.15E+03	4.78E+02
1142981-1143262	8.18E+02	1.21E+03	2.78E+02
1143302-1143688	1.34E+03	1.41E+03	5.54E+02
1143302-1143688	1.13E+03	1.68E+03	6.70E+02
1143302-1143688	1.21E+03	1.52E+03	5.27E+02
1143302-1143688	1.10E+03	1.47E+03	5.98E+02
1144782-1146020	3.51E+02	5.35E+02	2.75E+02
1144782-1146020	3.78E+02	5.55E+02	3.25E+02
1144782-1146020	3.41E+02	5.47E+02	2.26E+02
1144782-1146020	3.46E+02	5.15E+02	3.06E+02
1146049-1146936	5.08E+02	5.14E+02	3.57E+02
1146049-1146936	5.71E+02	5.11E+02	3.58E+02
1146049-1146936	5.75E+02	3.64E+02	2.96E+02
1146049-1146936	5.94E+02	4.81E+02	3.50E+02
114638-114916	2.17E+04	1.84E+04	1.86E+04
114638-114916	2.22E+04	1.97E+04	1.77E+04
114638-114916	2.13E+04	1.78E+04	1.75E+04
114638-114916	2.49E+04	1.92E+04	1.63E+04
1146970-1147599	2.88E+03	2.74E+03	1.59E+03
1146970-1147599	3.05E+03	2.97E+03	1.60E+03
1146970-1147599	3.22E+03	3.24E+03	1.62E+03
1146970-1147599	3.30E+03	3.02E+03	1.66E+03
1147604-1148068	1.24E+03	1.50E+03	9.72E+02
1147604-1148068	1.25E+03	1.70E+03	9.72E+02
1147604-1148068	1.30E+03	1.71E+03	1.11E+03
1147604-1148068	1.40E+03	1.85E+03	9.87E+02
1148318-1149685	2.10E+03	2.11E+03	1.24E+03
1148318-1149685	2.17E+03	2.18E+03	1.47E+03
1148318-1149685	2.18E+03	2.15E+03	1.47E+03
1148318-1149685	2.14E+03	2.41E+03	1.53E+03
114954-115172	3.17E+04	2.13E+04	2.26E+04
114954-115172	3.29E+04	2.42E+04	2.39E+04
114954-115172	3.69E+04	2.72E+04	2.71E+04
114954-115172	3.13E+04	2.26E+04	2.24E+04
1149885-1151159	1.43E+04	1.53E+04	1.42E+04
1149885-1151159	1.46E+04	1.32E+04	1.37E+04
1149885-1151159	1.50E+04	1.29E+04	1.27E+04
1149885-1151159	1.64E+04	1.36E+04	1.29E+04
1151277-1151996	9.03E+02	7.56E+02	6.23E+02
1151277-1151996	8.18E+02	6.66E+02	5.42E+02
1151277-1151996	8.27E+02	7.68E+02	5.54E+02
1151277-1151996	9.10E+02	6.31E+02	6.46E+02
1152017-1152463	1.29E+03	1.10E+03	1.11E+03
1152017-1152463	1.57E+03	1.40E+03	1.08E+03
1152017-1152463	1.31E+03	1.20E+03	9.46E+02
1152017-1152463	1.39E+03	1.20E+03	9.35E+02
115208-115321	2.45E+04	1.96E+04	1.76E+04
115208-115321	2.13E+04	1.80E+04	1.69E+04
115208-115321	3.34E+04	1.76E+04	1.67E+04
115208-115321	2.21E+04	1.74E+04	1.51E+04
1152981-1154723	1.30E+03	3.51E+03	6.71E+02
1152981-1154723	1.20E+03	3.01E+03	4.55E+02
1152981-1154723	1.17E+03	3.20E+03	5.55E+02
1152981-1154723	1.37E+03	3.70E+03	7.17E+02
1154680-1155957	1.14E+03	1.69E+03	5.54E+02
1154680-1155957	1.16E+03	1.58E+03	5.57E+02
1154680-1155957	1.16E+03	1.68E+03	6.40E+02
1154680-1155957	1.05E+03	1.76E+03	6.47E+02
115474-115845	5.49E+04	5.18E+04	4.27E+04
115474-115845	6.57E+04	4.60E+04	4.43E+04
115474-115845	5.89E+04	6.11E+04	4.73E+04
115474-115845	5.13E+04	4.84E+04	4.01E+04
1155972-1156463	6.91E+02	1.20E+03	3.81E+02
1155972-1156463	7.61E+02	1.15E+03	4.05E+02
1155972-1156463	7.97E+02	1.20E+03	4.21E+02
1155972-1156463	7.07E+02	1.15E+03	4.01E+02
1156470-1157540	2.39E+03	3.71E+03	1.33E+03
1156470-1157540	2.56E+03	3.71E+03	1.26E+03
1156470-1157540	2.63E+03	3.72E+03	1.37E+03
1156470-1157540	2.76E+03	4.05E+03	1.50E+03
1157903-1158418	4.78E+03	5.19E+03	4.27E+03
1157903-1158418	5.07E+03	4.67E+03	4.16E+03
1157903-1158418	5.21E+03	5.03E+03	4.84E+03
1157903-1158418	5.33E+03	5.09E+03	4.20E+03
1158791-1159867	7.54E+03	5.30E+03	6.22E+03
1158791-1159867	6.86E+03	5.38E+03	6.23E+03
1158791-1159867	7.69E+03	5.41E+03	6.21E+03
1158791-1159867	7.87E+03	5.37E+03	5.93E+03
115881-116279	5.86E+04	4.33E+04	3.41E+04
115881-116279	6.01E+04	4.44E+04	4.00E+04
115881-116279	4.97E+04	3.74E+04	3.46E+04
115881-116279	5.86E+04	4.57E+04	4.10E+04
1160107-1161048	1.84E+03	1.10E+03	1.91E+03
1160107-1161048	2.14E+03	1.15E+03	2.03E+03
1160107-1161048	1.73E+03	1.08E+03	1.83E+03
1160107-1161048	1.59E+03	1.12E+03	1.66E+03
1161080-1162330	2.39E+03	1.37E+03	2.63E+03
1161080-1162330	2.50E+03	1.42E+03	2.94E+03
1161080-1162330	2.42E+03	1.34E+03	2.48E+03
1161080-1162330	2.46E+03	1.35E+03	2.45E+03
116311-116934	2.97E+04	2.20E+04	2.61E+04
116311-116934	2.80E+04	2.01E+04	2.63E+04
116311-116934	3.38E+04	2.38E+04	2.56E+04
116311-116934	3.08E+04	2.31E+04	2.48E+04
1163143-1166697	7.18E+02	8.40E+02	6.67E+02
1163143-1166697	7.20E+02	6.55E+02	5.75E+02
1163143-1166697	7.04E+02	7.29E+02	6.15E+02
1163143-1166697	7.46E+02	7.23E+02	6.39E+02
1166882-1168816	1.24E+03	1.10E+03	7.53E+02
1166882-1168816	1.24E+03	1.14E+03	7.78E+02
1166882-1168816	1.17E+03	1.16E+03	7.60E+02
1166882-1168816	1.33E+03	1.02E+03	8.28E+02
1168922-1169917	4.47E+03	3.52E+03	3.82E+03
1168922-1169917	4.60E+03	3.70E+03	3.46E+03
1168922-1169917	3.91E+03	2.83E+03	3.58E+03
1168922-1169917	4.57E+03	3.16E+03	3.52E+03
1169889-1170674	2.27E+02	2.42E+02	1.79E+02
1169889-1170674	2.22E+02	2.86E+02	1.92E+02
1169889-1170674	1.91E+02	2.72E+02	1.87E+02
1169889-1170674	1.88E+02	2.38E+02	2.15E+02
117012-117959	5.96E+04	3.86E+04	4.61E+04
117012-117959	5.63E+04	4.83E+04	4.08E+04
117012-117959	6.56E+04	4.93E+04	4.62E+04
117012-117959	5.44E+04	4.78E+04	4.25E+04
1170662-1171360	5.88E+02	6.65E+02	4.06E+02
1170662-1171360	6.83E+02	6.35E+02	4.38E+02
1170662-1171360	7.14E+02	6.72E+02	4.04E+02
1170662-1171360	6.42E+02	6.71E+02	4.12E+02
1171483-1171956	4.03E+03	4.37E+03	2.84E+03
1171483-1171956	4.56E+03	5.94E+03	2.77E+03
1171483-1171956	4.41E+03	5.61E+03	2.88E+03
1171483-1171956	5.30E+03	5.50E+03	3.18E+03
1172153-1172992	1.11E+04	9.46E+03	6.69E+03
1172153-1172992	1.01E+04	9.96E+03	6.25E+03
1172153-1172992	1.06E+04	9.27E+03	5.92E+03
1172153-1172992	1.06E+04	9.92E+03	6.25E+03
1173005-1173553	6.67E+03	6.10E+03	4.20E+03
1173005-1173553	6.71E+03	5.18E+03	4.38E+03
1173005-1173553	6.73E+03	5.34E+03	3.80E+03
1173005-1173553	7.42E+03	5.86E+03	4.68E+03
1173616-1174800	4.35E+03	3.18E+03	3.33E+03
1173616-1174800	4.53E+03	3.28E+03	3.35E+03
1173616-1174800	4.94E+03	3.47E+03	3.36E+03
1173616-1174800	5.29E+03	3.72E+03	3.21E+03
1175092-1175481	3.14E+03	3.70E+03	2.03E+03
1175092-1175481	3.77E+03	4.20E+03	2.29E+03
1175092-1175481	3.32E+03	3.72E+03	2.18E+03
1175092-1175481	3.22E+03	3.63E+03	2.04E+03
1175631-1175894	4.18E+03	3.81E+03	3.28E+03
1175631-1175894	3.88E+03	3.68E+03	3.17E+03
1175631-1175894	4.01E+03	3.68E+03	2.76E+03
1175631-1175894	4.05E+03	3.08E+03	2.67E+03
1177160-1177894	2.19E+03	3.60E+03	1.04E+03
1177160-1177894	2.25E+03	3.13E+03	1.17E+03
1177160-1177894	2.03E+03	3.41E+03	1.31E+03
1177160-1177894	2.32E+03	3.51E+03	1.16E+03
1177895-1179037	6.61E+02	6.87E+02	5.36E+02
1177895-1179037	6.90E+02	6.73E+02	5.28E+02
1177895-1179037	6.97E+02	6.92E+02	5.21E+02
1177895-1179037	7.46E+02	7.51E+02	5.70E+02
1179136-1179885	1.17E+03	1.29E+03	1.05E+03
1179136-1179885	1.40E+03	1.55E+03	1.04E+03
1179136-1179885	1.42E+03	1.53E+03	1.20E+03
1179136-1179885	1.39E+03	1.69E+03	1.11E+03
117980-118321	7.92E+03	7.25E+03	5.14E+03
117980-118321	8.12E+03	7.27E+03	5.04E+03
117980-118321	9.12E+03	7.95E+03	5.91E+03
117980-118321	8.18E+03	6.88E+03	4.98E+03
1180992-1181696	7.60E+02	1.07E+03	8.42E+02
1180992-1181696	1.03E+03	1.15E+03	9.37E+02
1180992-1181696	1.17E+03	1.30E+03	9.85E+02
1180992-1181696	9.13E+02	1.28E+03	9.05E+02
1181794-1183185	1.36E+03	1.69E+03	9.78E+02
1181794-1183185	1.43E+03	2.59E+03	1.05E+03
1181794-1183185	1.80E+03	2.59E+03	1.22E+03
1181794-1183185	1.77E+03	2.32E+03	1.12E+03
1183390-1185003	5.36E+02	7.41E+02	5.36E+02
1183390-1185003	5.92E+02	7.48E+02	5.61E+02
1183390-1185003	6.36E+02	7.36E+02	5.76E+02
1183390-1185003	5.60E+02	6.67E+02	4.83E+02
118441-119274	2.91E+03	3.01E+03	2.20E+03
118441-119274	2.28E+03	2.73E+03	1.58E+03
118441-119274	3.61E+03	3.05E+03	2.15E+03
118441-119274	3.61E+03	3.23E+03	2.24E+03
1186269-1187996	5.13E+02	9.99E+02	1.81E+02
1186269-1187996	6.11E+02	1.08E+03	2.48E+02
1186269-1187996	6.51E+02	1.21E+03	3.19E+02
1186269-1187996	5.87E+02	1.07E+03	2.28E+02
1188033-1189895	8.28E+02	1.27E+03	3.45E+02
1188033-1189895	7.36E+02	1.38E+03	3.24E+02
1188033-1189895	7.27E+02	1.65E+03	3.41E+02
1188033-1189895	6.79E+02	1.73E+03	4.10E+02
1190228-1190917	1.92E+02	4.11E+02	4.96E+01
1190228-1190917	2.33E+02	4.83E+02	4.23E+01
1190228-1190917	2.64E+02	4.01E+02	4.99E+01
1190228-1190917	2.34E+02	4.28E+02	6.13E+01
1191022-1191708	2.23E+03	2.27E+03	1.62E+03
1191022-1191708	2.05E+03	2.35E+03	1.33E+03
1191022-1191708	2.36E+03	2.95E+03	1.77E+03
1191022-1191708	1.74E+03	2.12E+03	1.27E+03
1191725-1193632	5.43E+02	1.38E+03	2.43E+02
1191725-1193632	4.60E+02	1.32E+03	3.19E+02
1191725-1193632	4.44E+02	1.53E+03	2.73E+02
1191725-1193632	5.90E+02	1.59E+03	3.12E+02
119262-120128	3.07E+03	2.58E+03	1.75E+03
119262-120128	3.72E+03	3.16E+03	2.24E+03
119262-120128	3.87E+03	3.22E+03	2.46E+03
119262-120128	3.36E+03	3.29E+03	2.17E+03
1194085-1194774	4.36E+03	5.04E+03	4.15E+03
1194085-1194774	4.25E+03	5.75E+03	4.41E+03
1194085-1194774	4.58E+03	6.30E+03	4.36E+03
1194085-1194774	5.41E+03	6.34E+03	4.41E+03
1195210-1195749	4.85E+03	4.24E+03	1.88E+03
1195210-1195749	5.28E+03	4.41E+03	1.96E+03
1195210-1195749	4.63E+03	4.13E+03	1.71E+03
1195210-1195749	5.09E+03	4.22E+03	1.82E+03
1195768-1196811	3.99E+03	3.28E+03	1.42E+03
1195768-1196811	3.92E+03	3.42E+03	1.46E+03
1195768-1196811	4.00E+03	3.48E+03	1.41E+03
1195768-1196811	4.26E+03	3.34E+03	1.44E+03
1196813-1197649	1.59E+03	1.99E+03	1.30E+03
1196813-1197649	2.21E+03	2.02E+03	1.30E+03
1196813-1197649	2.08E+03	2.14E+03	1.32E+03
1196813-1197649	2.52E+03	2.14E+03	1.45E+03
1197700-1198428	2.19E+03	1.89E+03	1.72E+03
1197700-1198428	2.04E+03	1.83E+03	1.43E+03
1197700-1198428	2.26E+03	1.88E+03	1.52E+03
1197700-1198428	2.06E+03	1.72E+03	1.34E+03
1198428-1199480	5.61E+03	6.47E+03	4.69E+03
1198428-1199480	5.76E+03	7.02E+03	4.51E+03
1198428-1199480	6.17E+03	8.74E+03	4.57E+03
1198428-1199480	6.72E+03	8.08E+03	5.51E+03
1199710-1200558	1.94E+02	3.03E+02	4.24E+01
1199710-1200558	1.52E+02	3.71E+02	5.01E+01
1199710-1200558	1.21E+02	4.02E+02	4.74E+01
1199710-1200558	1.68E+02	4.03E+02	4.53E+01
1200530-1202212	1.68E+02	2.98E+02	9.41E+01
1200530-1202212	1.50E+02	2.93E+02	1.04E+02
1200530-1202212	1.62E+02	3.01E+02	9.89E+01
1200530-1202212	1.40E+02	3.02E+02	1.00E+02
120122-120925	3.01E+03	2.55E+03	1.80E+03
120122-120925	3.41E+03	3.07E+03	1.90E+03
120122-120925	2.92E+03	2.51E+03	1.71E+03
120122-120925	3.16E+03	2.63E+03	1.76E+03
1202261-1203517	1.15E+03	1.73E+03	5.67E+02
1202261-1203517	1.13E+03	2.25E+03	5.83E+02
1202261-1203517	1.08E+03	2.08E+03	6.11E+02
1202261-1203517	1.09E+03	2.22E+03	6.06E+02
1203540-1205621	1.64E+02	3.40E+02	1.14E+02
1203540-1205621	1.85E+02	3.55E+02	1.41E+02
1203540-1205621	1.68E+02	3.09E+02	1.00E+02
1203540-1205621	1.63E+02	3.55E+02	1.02E+02
1205658-1206743	8.29E+02	1.72E+03	5.16E+02
1205658-1206743	8.00E+02	1.45E+03	5.81E+02
1205658-1206743	9.42E+02	1.74E+03	6.94E+02
1205658-1206743	8.30E+02	1.67E+03	6.15E+02
1206797-1207921	7.36E+02	1.76E+03	4.11E+02
1206797-1207921	7.76E+02	1.42E+03	3.44E+02
1206797-1207921	7.75E+02	1.82E+03	4.29E+02
1206797-1207921	8.42E+02	1.71E+03	4.39E+02
1207999-1208973	3.99E+03	3.93E+03	1.94E+03
1207999-1208973	3.12E+03	4.52E+03	2.46E+03
1207999-1208973	3.77E+03	4.64E+03	2.70E+03
1207999-1208973	3.03E+03	4.92E+03	2.59E+03
120957-121688	1.99E+03	1.77E+03	1.15E+03
120957-121688	2.13E+03	2.01E+03	1.47E+03
120957-121688	2.49E+03	2.11E+03	1.57E+03
120957-121688	2.20E+03	2.04E+03	1.59E+03
1214547-1216586	4.02E+03	3.10E+03	4.11E+03
1214547-1216586	5.16E+03	4.02E+03	4.54E+03
1214547-1216586	5.49E+03	4.12E+03	4.62E+03
1214547-1216586	4.45E+03	3.43E+03	4.01E+03
1217070-1219103	4.41E+03	3.26E+03	4.19E+03
1217070-1219103	4.24E+03	3.70E+03	4.94E+03
1217070-1219103	3.96E+03	3.56E+03	4.41E+03
1217070-1219103	4.73E+03	3.03E+03	4.45E+03
121808-122239	6.51E+04	5.28E+04	4.29E+04
121808-122239	5.98E+04	6.86E+04	4.33E+04
121808-122239	6.15E+04	5.23E+04	3.54E+04
121808-122239	6.06E+04	5.27E+04	3.55E+04
1219345-1221258	5.81E+02	1.01E+03	4.14E+02
1219345-1221258	6.97E+02	8.95E+02	4.66E+02
1219345-1221258	7.17E+02	9.88E+02	5.18E+02
1219345-1221258	7.14E+02	9.25E+02	4.55E+02
1221251-1223470	6.91E+02	1.26E+03	5.88E+02
1221251-1223470	1.02E+03	1.50E+03	7.55E+02
1221251-1223470	7.85E+02	1.04E+03	5.72E+02
1221251-1223470	8.25E+02	1.31E+03	5.87E+02
122268-122660	3.91E+04	3.91E+04	3.60E+04
122268-122660	3.45E+04	3.90E+04	3.47E+04
122268-122660	3.98E+04	3.25E+04	3.37E+04
122268-122660	3.88E+04	3.18E+04	3.13E+04
1223579-1224409	2.29E+03	2.43E+03	1.21E+03
1223579-1224409	2.09E+03	2.41E+03	1.12E+03
1223579-1224409	2.21E+03	2.48E+03	1.32E+03
1223579-1224409	2.38E+03	2.65E+03	1.27E+03
1224399-1227866	2.35E+03	2.13E+03	1.78E+03
1224399-1227866	2.40E+03	2.37E+03	1.68E+03
1224399-1227866	2.46E+03	2.56E+03	1.95E+03
1224399-1227866	2.27E+03	2.61E+03	1.75E+03
1227866-1231693	3.77E+03	4.78E+03	3.69E+03
1227866-1231693	4.13E+03	4.52E+03	3.66E+03
1227866-1231693	5.65E+03	5.69E+03	4.22E+03
1227866-1231693	5.08E+03	5.09E+03	3.75E+03
123166-123870	6.26E+02	1.49E+03	3.13E+02
123166-123870	6.96E+02	1.38E+03	3.27E+02
123166-123870	7.16E+02	1.52E+03	3.14E+02
123166-123870	6.64E+02	1.48E+03	3.30E+02
1231739-1232950	6.95E+03	7.77E+03	4.60E+03
1231739-1232950	6.19E+03	7.74E+03	4.71E+03
1231739-1232950	6.48E+03	7.98E+03	4.46E+03
1231739-1232950	9.30E+03	7.81E+03	4.31E+03
1232937-1236464	2.87E+03	2.84E+03	2.18E+03
1232937-1236464	3.02E+03	2.99E+03	2.66E+03
1232937-1236464	3.52E+03	3.57E+03	2.73E+03
1232937-1236464	2.57E+03	2.63E+03	1.98E+03
1236595-1237848	1.00E+04	8.62E+03	8.15E+03
1236595-1237848	8.27E+03	7.21E+03	7.59E+03
1236595-1237848	8.03E+03	7.08E+03	5.98E+03
1236595-1237848	8.08E+03	7.01E+03	5.60E+03
1237997-1239049	2.15E+03	3.99E+03	7.82E+02
1237997-1239049	1.76E+03	3.43E+03	9.03E+02
